gbif:canonicalName,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,252
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,47
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,234
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,216
adiantum philippense,adiantum,adiantum philippense,philippense,,,,139
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,303
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,332
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,256
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,142
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,266
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,274
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,359
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,185
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,180
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,266
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,205
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,328
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,98
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,274
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,290
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,152
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,263
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,145
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,253
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,275
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,267
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,1
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,361
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,305
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,241
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,293
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,1
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,225
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,212
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,213
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,263
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,1
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,237
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,70
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,208
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,300
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,1
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,4
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,118
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,51
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,95
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,156
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,336
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,244
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,211
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,245
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,121
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,97
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,199
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,60
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,172
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,252
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,237
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,112
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,310
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,341
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,209
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,182
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,152
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,293
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,261
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,305
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,305
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,149
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,111
adiantum philippense,adiantum,adiantum philippense,philippense,,,,169
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,213
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,261
adiantum philippense,adiantum,adiantum philippense,philippense,,,,142
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,22
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,139
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,266
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,305
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,309
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,262
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,248
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,206
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,293
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,173
adiantum philippense,adiantum,adiantum philippense,philippense,,,,306
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,92
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,196
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,112
adiantum philippense,adiantum,adiantum philippense,philippense,,,,260
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,350
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,130
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,264
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,197
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,77
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,266
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,14
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,243
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,175
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,269
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,169
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,364
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,190
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,291
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,329
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,205
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,258
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,276
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,128
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,181
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,173
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,179
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,293
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,301
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,332
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,240
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,332
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,225
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,110
adiantum philippense,adiantum,adiantum philippense,philippense,,,,233
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,271
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,366
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense,philippense,,,,46
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,319
adiantum philippense,adiantum,adiantum philippense,philippense,,,,332
adiantum philippense,adiantum,adiantum philippense,philippense,,,,203
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,253
adiantum philippense,adiantum,adiantum philippense,philippense,,,,334
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,262
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,95
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,259
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,290
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,190
adiantum philippense,adiantum,adiantum philippense,philippense,,,,240
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,253
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,206
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,197
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,169
adiantum philippense,adiantum,adiantum philippense,philippense,,,,252
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,133
adiantum philippense,adiantum,adiantum philippense l.,philippense,,,,340
adiantum philippense,adiantum,adiantum philippense,philippense,,,,
adina cordifolia,adina,adina cordifolia,cordifolia,18,7,1992,200
adinandra griffithii,adinandra,adinandra griffithii dyer.,griffithii,,,,
aegialitis rotundifolia,aegialitis,aegialitis rotundifolia roxb.,rotundifolia,31,5,2000,152
aegiceras corniculatum,aegiceras,aegiceras corniculatum (l.) blanco,corniculatum,1,6,2000,153
aeginetia indica,aeginetia,aeginetia indica,indica,15,8,1992,
aeginetia indica,aeginetia,aeginetia indica,indica,18,8,1992,228
aeginetia indica,aeginetia,aeginetia indica roxb.,indica,,,,231
aeginetia pedunculata,aeginetia,aeginetia abbreviata buch.-ham. ex benth.,pedunculata,,,,
aegle marmelos,aegle,aegle marmelos (l.) correa,marmelos,,,,
aerva sanguinolenta,aerva,aerva sanguinolenta,sanguinolenta,18,5,1867,
aerva sanguinolenta,aerva,aerva scandens wall.,sanguinolenta,,,,138
aeschynanthus acuminatus,aeschynanthus,aeschynanthus acuminatus wall. ex a.dc.,acuminatus,,,,
aeschynanthus bracteatus,aeschynanthus,aeschynanthus bracteatus wall. ex a.dc.,bracteatus,9,8,1824,222
aeschynanthus bracteatus,aeschynanthus,aeschynanthus bracteactus wall.,bracteatus,,,,
aeschynanthus bracteatus,aeschynanthus,aeschynanthus bracteatus wall. ex a. dc.,bracteatus,,,,
aeschynanthus bracteatus,aeschynanthus,aeschynanthus bracteatus wall.,bracteatus,,,,
aeschynanthus bracteatus,aeschynanthus,aeschynanthus bracteactus wall.,bracteatus,,,,
aeschynanthus longiflorus,aeschynanthus,aeschynanthus longiflorus wall.,longiflorus,,,,
aeschynanthus longiflorus,aeschynanthus,aeschynanthus longiflorus wall.,longiflorus,,,,
aeschynanthus parasiticus,aeschynanthus,aeschynanthus parasiticus,parasiticus,6,8,1992,
aeschynanthus parasiticus,aeschynanthus,aeschynanthus parasiticus (roxb.) wall.,parasiticus,,,,
aeschynanthus parasiticus,aeschynanthus,aeschynanthus parasiticus (roxb.) wall.,parasiticus,,,,
aeschynanthus parasiticus,aeschynanthus,aeschynanthus parasiticus (roxb.) wall.,parasiticus,,,,219
aeschynanthus parasiticus,aeschynanthus,aeschynanthus parasiticus (roxb.) wall.,parasiticus,,,,
aeschynanthus parasiticus,aeschynanthus,aeschynanthus parasiticus (roxb.) wall.,parasiticus,,,,
aeschynanthus parviflorus,aeschynanthus,aeschynanthus parviflorus (d. don.) spreng.,parviflorus,,,,
aeschynanthus parviflorus,aeschynanthus,aeschynanthus parviflorus (d.don) spreng.,parviflorus,,,,
aeschynanthus superbus,aeschynanthus,aeschynanthus superbus c.b.clarke,superbus,,,,
aeschynanthus superbus,aeschynanthus,aeschynanthus superbus c.b.clarke,superbus,,,,
aeschynomene aspera,aeschynomene,aeschynomene aspera,aspera,12,9,1944,
aeschynomene aspera,aeschynomene,aeschynomene aspera l.,aspera,,,,
aeschynomene aspera,aeschynomene,aeschynomene aspera l.,aspera,,,,256
aeschynomene indica,aeschynomene,aeschynomene indica l.,indica,,,,
aesculus assamica,aesculus,aesculus punduana wall.,assamica,,,,
aesculus assamica,aesculus,aesculus punduana wall.,assamica,,,,
aganope heptaphylla,aganope,aganope heptaphylla,heptaphylla,,,,
aganosma cymosa,aganosma,aganosma cymosa (roxb.) g.don var. cymosa,cymosa,,,,
agapetes acuminata,agapetes,agapetes acuminata d.don ex g.don,acuminata,,,,
agapetes setigera,agapetes,thibaudia verticillata wall.,setigera,,,,
agapetes variegata,agapetes,thibaudia variegata wall.,variegata,,,,
ageratum conyzoides,ageratum,ageratum conyzoides,conyzoides,30,12,1944,219
ageratum conyzoides,ageratum,ageratum conyzoides,conyzoides,10,7,1992,192
ageratum conyzoides,ageratum,ageratum conyzoides,conyzoides,12,7,1992,194
ageratum conyzoides,ageratum,ageratum conyzoides,conyzoides,6,8,1992,91
ageratum conyzoides,ageratum,ageratum conyzoides l.,conyzoides,1,4,1997,365
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,25,4,1997,
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,,,,
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,,,,
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,,,,
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,,,,
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,,,,115
aglaia chittagonga,aglaia,aglaia chittagonga miq.,chittagonga,,,,
aglaia elaeagnoidea,aglaia,aglaia elaeagnoidea (a.juss.) benth.,elaeagnoidea,,,,
aglaia elaeagnoidea,aglaia,aglaia elaeagnoidea (a.juss.) benth.,elaeagnoidea,,,,
aglaia lawii lawii,aglaia,aglaia lawii (wight) c.j.saldanha,lawii,1,6,2000,153
aglaonema hookerianum,aglaonema,aglaonema hookerianum,hookerianum,3,4,1945,155
aglaonema hookerianum,aglaonema,aglaonema hookerianum schott,hookerianum,16,6,1994,
aglaonema hookerianum,aglaonema,aglaonema hookerianum schott,hookerianum,4,6,1999,10
aglaonema hookerianum,aglaonema,aglaonema hookerianum schott,hookerianum,4,6,1999,155
aglaonema hookerianum,aglaonema,aglaonema hookerianum schott,hookerianum,5,6,1999,167
aglaonema hookerianum,aglaonema,aglaonema hookerianum schott,hookerianum,10,1,1869,93
aglaonema hookerianum,aglaonema,aglaonema hookerianum schott,hookerianum,,,,156
agrostis pleiophylla,agrostis,agrostis pleiophylla mez.,pleiophylla,12,9,1886,255
aidia,aidia,aidia  lour.,,26,4,1994,156
aidia,aidia,aidia  lour.,,5,5,1994,125
aidia,aidia,aidia  lour.,,24,4,1997,114
aidia,aidia,aidia  lour.,,27,5,1999,116
aidia,aidia,aidia  lour.,,5,6,1999,147
aidia densiflora,aidia,aidia densiflora,densiflora,8,4,1949,98
aidia racemosa,aidia,petunga racemosa (roxb.) k.schum.,racemosa,16,6,2000,168
ajuga macrosperma,ajuga,ajuga macrosperma wall.,macrosperma,,,,
alangium chinense,alangium,alangium chinense (lour.) harms,chinense,9,5,1997,129
alangium chinense,alangium,alangium chinense (lour.) harms,chinense,27,5,1999,147
alangium salviifolium,alangium,alangium salviifolium (l.f.) wangerin,salviifolium,11,5,1997,131
albizia myriophylla,albizia,albizia myriophylla benth.,myriophylla,,,,
albizia myriophylla,albizia,albizia myriophylla benth.,myriophylla,,,,
albizia odoratissima,albizia,albizia odoratissima (l.f.) benth.,odoratissima,6,5,1994,126
alchornea tiliifolia,alchornea,alchornea tiliifolia (benth.) müll.arg.,tiliifolia,,,,
aletris,aletris,aletris,,,,,
aletris pauciflora khasiana,aletris,aletris khasiana hook.f.,pauciflora,10,2,1914,
aletris pauciflora khasiana,aletris,aletris khasiana hook.f.,pauciflora,,,,41
alga,alga,algae,,,,,
alga,alga,algae,,,,,
alga,alga,algae,,,,,
alga,alga,algae,,,,,
alga,alga,algae,,,,,
allophylus cobbe,allophylus,allophylus cobbe (l.) raeusch.,cobbe,24,9,1977,219
allophylus cobbe,allophylus,allophylus cobbe (l.) raeusch.,cobbe,15,10,1978,221
allophylus cobbe,allophylus,allophylus cobbe (l.) raeusch.,cobbe,16,10,1978,288
allophylus cobbe,allophylus,allophylus cobbe (l.) raeusch.,cobbe,28,10,1978,228
allophylus cobbe,allophylus,allophylus cobbe (l.) raeusch.,cobbe,30,10,1978,303
allophylus cobbe,allophylus,allophylus cobbe,cobbe,6,8,1992,301
allophylus cobbe,allophylus,allophylus cobbe,cobbe,15,8,1992,289
allophylus cobbe,allophylus,allophylus cobbe,cobbe,8,8,1876,267
allophylus subfalcatus,allophylus,allophylus subfalcatus radlk.,subfalcatus,9,7,1852,191
allophylus subfalcatus distachyus,allophylus,allophylus distachys radlk.,subfalcatus,,,,
allophylus villosus,allophylus,schmidelia villosa wight,villosus,,,,
allophylus villosus,allophylus,allophylus villosus (roxb.) blume,villosus,,,,
alocasia acuminata,alocasia,alocasia acuminata schott,acuminata,4,6,1999,
alocasia acuminata,alocasia,alocasia acuminata,acuminata,4,6,1999,155
alocasia acuminata,alocasia,alocasia acuminata schott,acuminata,,,,155
alocasia cucullata,alocasia,alocasia cucullata schott,cucullata,13,1,1979,
alocasia cucullata,alocasia,colocasia cucullata schott,cucullata,,,,13
alocasia odora,alocasia,alocasia commutata schott,odora,,,,
alpinia conchigera,alpinia,alpinia conchigera griff.,conchigera,,,,
alpinia malaccensis,alpinia,alpinia malaccensis (burm.f.) roscoe,malaccensis,21,4,1994,111
alpinia malaccensis,alpinia,alpinia malaccensis (burm.f.) roscoe,malaccensis,14,6,2000,166
alseodaphne semecarpifolia rufa,alseodaphne,alseodaphne khasyana (meisn.) kosterm.,semecarpifolia,,,,
alsophila gigantea,alsophila,alsophila gigantea wall. ex hook.,gigantea,,,,
alsophila gigantea,alsophila,alsophila gigantea wall. ex hook.,gigantea,,,,
alstonia scholaris,alstonia,alstonia scholaris,scholaris,24,5,1967,
alstonia scholaris,alstonia,alstonia scholaris,scholaris,19,7,1967,
alstonia scholaris,alstonia,alstonia scholaris (l.) r.br.,scholaris,5,6,1999,
alstonia scholaris,alstonia,alstonia scholaris (l.) r.br.,scholaris,,,,
alstonia scholaris,alstonia,alstonia scholaris,scholaris,,,,156
alstonia scholaris,alstonia,alstonia scholaris (l.) r.br.,scholaris,,,,200
alstonia scholaris,alstonia,alstonia scholaris,scholaris,,,,144
alternanthera paronychioides,alternanthera,alternanthera paronychioides a.st.-hil.,paronychioides,16,5,1999,136
alternanthera sessilis,alternanthera,alternanthera sessilis,sessilis,20,7,1943,194
alternanthera sessilis,alternanthera,alternanthera sessilis,sessilis,27,12,1944,201
alternanthera sessilis,alternanthera,alternanthera sessilis,sessilis,12,7,1992,362
alysicarpus bupleurifolius,alysicarpus,alysicarpus bupleurifolius (l.) dc.,bupleurifolius,,,,
alyxia fascicularis,alyxia,alyxia fascicularis (wall. ex g.don) benth. & hook.f.,fascicularis,,,,
amaranthus,amaranthus,amaranthus spinosus,spinosus,14,8,1992,
amaranthus,amaranthus,amaranthus spinosus l.,spinosus,,,,227
amaranthus tricolor,amaranthus,amaranthus gangeticus l.,tricolor,30,9,1902,
amaranthus tricolor,amaranthus,amaranthus amboinicus buch.-ham.,tricolor,,,,
amaranthus tricolor,amaranthus,amaranthus amboinicus buch.-ham.,tricolor,,,,
amaranthus tricolor,amaranthus,amaranthus tricolor l.,tricolor,,,,
amaranthus tricolor,amaranthus,amaranthus tristis wall.,tricolor,,,,
amaranthus tricolor,amaranthus,amaranthus tristis wall.,tricolor,,,,273
amaranthus viridis,amaranthus,amaranthus viridis,viridis,15,9,1943,200
amaranthus viridis,amaranthus,amaranthus viridis,viridis,18,7,1992,258
amblyanthus glandulosus,amblyanthus,amblyanthus glandulosus (roxb.) a. dc.,glandulosus,,,,
amblyanthus multiflorus,amblyanthus,amblyanthus multiflorus mez,multiflorus,,,,
amischotolype hookeri,amischotolype,amischotolype hookeri (hassk.) h.hara,hookeri,8,6,2000,160
ammannia baccifera,ammannia,ammannia baccifera l.,baccifera,,,,
ammannia baccifera,ammannia,ammannia baccifera l.,baccifera,,,,
ammannia rotundifolia,ammannia,ammannia rotundifolia buch.-ham.,rotundifolia,,,,
amomum,amomum,amomum,,5,5,1994,155
amomum,amomum,amomum,,3,6,2000,125
amorphophallus napalensis,amorphophallus,amorphophallus napalensis (wallich) bogner & mayo,napalensis,,,,
ampelocissus,ampelocissus,ampelocissus  planch.,,12,6,1999,163
ampelocissus,ampelocissus,ampelocissus  planch.,,15,6,2000,167
ampelocissus rugosa,ampelocissus,ampelocissus rugosa (wall.) planch.,rugosa,,,,
ampelopsis rubifolia,ampelopsis,ampelopsis rubifolia (wall.) planch.,rubifolia,,,,
amphineurion marginatum,amphineurion,amphineurion marginatum (roxb.) d.j.middleton,marginatum,12,6,1979,163
amphineurion marginatum,amphineurion,amphineurion marginatum (roxburgh) d. j. middleton,marginatum,20,4,1994,110
anacardium occidentale,anacardium,anacardium occidentale l.,occidentale,,,,
anacolosa griffithii,anacolosa,anacolosa griffithii mast.,griffithii,,,,
anaphalis adnata,anaphalis,anaphalis adnata wall. ex dc.,adnata,,,,
anaphalis adnata,anaphalis,anaphalis adnata de candolle,adnata,,,,
ancistrocladus extensus,ancistrocladus,ancistrocladus extensus wall.,extensus,,,,
andrographis paniculata,andrographis,andrographis paniculata nees.,paniculata,18,7,1961,1
andrographis paniculata,andrographis,andrographis paniculata nees.,paniculata,18,7,1961,199
andrographis paniculata,andrographis,andrographis paniculata,paniculata,1,1,1872,199
anethum graveolens,anethum,anethum graveolens,graveolens,13,3,1945,72
anethum sowa,anethum,anethum sowa roxb.,sowa,,,,
anethum sowa,anethum,anethum sowa roxb.,sowa,,,,
angiopteris,angiopteris,angiopteris  hoffm.,,2,6,2000,154
angiopteris crassipes,angiopteris,angiopteris crassipes wall.,crassipes,,,,
angiopteris crassipes,angiopteris,angiopteris crassipes wall.,crassipes,,,,
aniseia martinicensis,aniseia,aniseia martinicensis,martinicensis,12,9,1944,256
anisomeles indica,anisomeles,anisomeles indica (l.) kuntze,indica,12,12,1934,301
anisomeles indica,anisomeles,anisomeles indica,indica,28,10,1943,
anisomeles indica,anisomeles,anisomeles indica,indica,1,8,1992,346
